0.0	db,3/4,10
0.250002	b
0.500004	b
1.24775	db
1.9883899999999999	b
2.71497	b
3.50183	db
4.581545	b
5.66126	b
6.40901	db
7.15834	b
7.88492	b
8.67178	db
9.74189	b
10.812	b
11.5597	db
12.2905	b
13.0171	b
13.7717	db
14.4805	b
15.207099999999999	b
15.968599999999999	db
16.699399999999997	b
17.443299999999997	b
18.323399999999996	db
19.153699999999997	b
21.04039999999999	b
21.788199999999996	db
22.528799999999997	b
23.255399999999998	b
24.042299999999997	db
25.112349999999996	b
26.182399999999994	b
26.930199999999996	db
27.663199999999996	b
28.389699999999998	b
29.176599999999997	db
30.246699999999993	b
31.316799999999994	b
32.064499999999995	db
32.7953	b
33.521899999999995	b
34.2765	db
34.9853	b
35.7119	b
36.4734	db
37.204299999999996	b
37.980599999999995	b
38.838499999999996	db
39.6688	b
41.498	b
42.232999875	db
42.953699875	b
43.676399875	b
44.415599875	db
45.144399875	b
45.873299875	b
46.626199875	db
47.356999625	b
48.087699625	b
48.829899624999996	db
49.621099625	b
50.373199625	b
51.114699625	db
51.860299625	b
52.604799625000005	b
53.35719962500001	db
54.09849962500001	b
54.84209937500001	b
55.60879937500001	db
56.36329937500001	b
57.113599375000014	b
57.870499375000016	db
58.618299375000014	b
59.36839937500002	b
60.11369937500002	db
60.846699375000014	b
61.58589937500001	b
62.343699375000014	db
63.08719937500001	b
63.83939937500001	b
64.60059937500002	db
65.35279937500002	b
66.10499937500002	b
66.87069937500002	db
67.70219937500002	b
68.87929937500002	b
69.62709937500001	db
70.37389937500001	b
71.10049937500001	b
71.88739937500002	db
72.94799937500001	b
74.008599375	b
74.756399375	db
75.489299375	b
76.215899375	b
76.989799375	db
77.72149937500001	b
78.462299375	b
79.209999375	db
79.940799375	b
80.667399125	b
81.402399125	db
82.143799125	b
82.882299125	b
83.634499125	db
84.365299125	b
85.09179912500001	b
85.82689912500001	db
86.577199125	b
87.44889912500001	b
88.258199125	db
88.997399125	b
89.765399125	b
90.513299125	db
91.252499125	b
92.000399125	b
92.75699912500001	db
93.491899125	b
94.244499125	b
94.983699125	db
95.722899125	b
96.473099125	b
97.234199125	db
97.986299125	b
98.738999	b
99.491099	db
100.243999	b
101.019999	b
101.823999	db
102.66999875	b
103.54365425	b
104.68199844166666	db
106.05549844166666	b
107.42899844166666	b
108.80299831666666	db
110.17699831666665	b
111.55099831666665	b
112.55699831666671	db,2/4
113.17699831666671	b
113.78999831666671	db
114.39799831666672	b
115.03799831666672	db
115.65199831666672	b
116.28799831666672	db
116.93499831666672	b
117.66299831666672	db
118.27199831666672	b
118.90599831666673	db
119.51699831666673	b
120.15799831666673	db
120.77199831666674	b
121.41099831666673	db
122.08299831666673	b
122.76199831666673	db
123.39499831666673	b
124.04099831666673	db
124.66499831666673	b
125.30699831666672	db
125.92399831666673	b
126.55999831666672	db
127.19399831666672	b
127.82099831666672	db
128.4589983166667	b
129.1489983166667	db
129.76599831666672	b
130.39199831666673	db
131.00599831666673	b
131.65199831666672	db
132.2689983166667	b
132.9109983166667	db
133.5669983166667	b
134.2249983166667	db
134.8489983166667	b
135.48999831666669	db
136.11399831666668	b
136.75599831666668	db
137.37999831666667	b
138.01499831666666	db
138.64199831666667	b
139.26799831666668	db
139.90599831666668	b
140.59399831666667	db
141.22599831666668	b
141.85599831666667	db
142.47999831666667	b
143.12099831666666	db
143.73499831666666	b
144.39499831666666	db,5/8
