0.0	db,1/4,3
0.500004	db,4/4
0.995757	b
1.46092	b
1.9191799999999999	b
2.38917	db
2.85275	b
3.3169199999999996	b
3.78068	b
4.2611099999999995	db
4.75686	b
5.22202	b
5.68028	b
6.16127	db
6.65702	b
7.12218	b
7.58044	b
8.05043	db
8.51401	b
8.9820495	b
9.4639895	b
9.96525925	db
10.49989925	b
11.071399000000001	b
11.678899000000001	b
12.343899	db
12.839599	b
13.304799	b
13.763098999999999	b
14.232999	db
14.696598999999999	b
15.160798999999999	b
15.624599	b
16.104999	db
16.600699	b
17.065898999999998	b
17.524199	b
18.005099	db
18.500899	b
18.966099	b
19.424299	b
19.894299	db
20.357899	b
20.825899	b
21.307899	b
21.80909875	db
22.34379875	b
22.915298500000002	b
23.584798375000005	b
24.497598375000003	db
25.022798375	b
25.499698375	b
25.955798375	b
26.420498375	db
26.896498375	b
27.372098375	b
27.847198375	b
28.335598375	db
28.817298375	b
29.324398375	b
29.819498375000002	b
30.326098375	db
30.859798375	b
31.388748375000002	b
31.928898375000003	b
32.464598375	db
32.989898375	b
33.466698375	b
33.922898375	b
34.387498375	db
34.863498375	b
35.339098375	b
35.814198375	b
36.302598374999995	db
36.784298375	b
37.291398375	b
37.786498375	b
38.303698375	db
38.823398375000004	b
39.361198375	b
39.888998375	b
40.431498375	db
40.957898375	b
41.484598375	b
42.006198375	b
42.525598375	db
43.060298375	b
43.600498375	b
44.138798375	b
44.694498375	db
45.190298375	b
45.655498375	b
46.113698375	b
46.583698375	db
47.047298375	b
47.511398375	b
47.975198375	b
48.455598375	db
48.951398375	b
49.416598375	b
49.874798375	b
50.355798375	db
50.851598374999995	b
51.316698374999994	b
51.774998374999996	b
52.244998374999994	db
52.740698374999994	b
53.205898375	b
53.664098374999995	b
54.13409837499999	db
54.59769837499999	b
55.065698375	b
55.547698374999996	b
56.048998125	db
56.583598124999995	b
57.155097874999996	b
57.762597875	b
58.427597875	db
58.952797874999995	b
59.429697874999995	b
59.885797874999994	b
60.350497874999995	db
60.826497874999994	b
61.302097874999994	b
61.77719787499999	b
62.26559787499999	db
62.74729787499999	b
63.25439787499999	b
63.74949787499999	b
64.256097875	db
64.78979787499999	b
65.318747875	b
65.858897875	b
66.394597875	db
66.919797875	b
67.396697875	b
67.852897875	b
68.317497875	db
68.793497875	b
69.269097875	b
69.744197875	b
70.232597875	db
70.714297875	b
71.221397875	b
71.71649787499999	b
72.23369787499999	db
72.75339787499999	b
73.291197875	b
73.81889787499999	b
74.361397875	db
74.88779787499999	b
75.414597875	b
75.93619787499999	b
76.455597875	db
76.990297875	b
77.530497875	b
78.06879787499999	b
78.62449787499999	db
79.12029787499999	b
79.58539787499998	b
80.04369787499998	b
80.51369787499998	db
80.97729787499998	b
81.44139787499998	b
81.90519787499998	b
82.38559787499999	db
82.88139787499999	b
83.346497875	b
83.80479787499999	b
84.28579787499999	db
84.78149787499999	b
85.24669787499998	b
85.70489787499999	b
86.17489787499998	db
86.67069787499999	b
87.13589787499998	b
87.59409787499999	b
88.06409787499999	db
88.52769787499999	b
88.99569787499999	b
89.47769787499999	b
89.97889762499999	db
90.51349762499999	b
91.07475262499999	b
91.64737462499998	b
92.21999662499998	db
92.74799662499998	b
93.28919637499999	b
93.84339637499998	b
94.40799612499998	db
95.00609612499997	b
95.63079612499997	b
96.53279612499986	b
98.21199612499986	db
